0,1,2,3,4,5,6,popularity
11.514700790274043,39.60618414213505,22.97423129772985,-6.21161151594382,36.35298777255457,143.34534169023175,15.52264133285016,7
5.542675735763542,14.654679470888238,17.890209064528783,1.8684900184050475,36.14178320960534,88.62116354091835,14.264783473821058,51
13.446573169467843,40.486278210279494,22.965165001951906,-6.860046039168285,35.05696980774268,140.38016432567895,14.158854289410128,0
4.3238199804384925,-3.4102136383678285,21.72490733410433,15.083918940877542,39.29043343043271,68.35551087892634,10.530776517596097,61
17.420572712424146,40.235861580646514,23.923069838641794,-10.321905661534611,18.944940275685266,123.43496316459942,11.10810862758672,2
1.8257538218827492,30.33226549401281,22.22634854627479,-5.372688779300078,33.81709102699354,87.2267787728063,14.04742776971447,59
10.963662232148222,39.222928393597535,21.513323794424757,-7.008569799970779,22.177199025020524,92.72551199567812,3.842951164967586,10
2.912524649163816,18.445107659953436,13.147134180400103,-1.2097619643296489,31.494042965922556,66.3318279306662,11.292200752945764,66
16.515373188940107,40.443239191277094,19.852036886876423,-10.769736115368035,28.55486083475695,139.48061002845665,13.166054537782403,0
3.30504214618042,22.328032975958678,24.245248807028112,6.925457063454809,50.31518157860523,107.46333690399165,14.830199644797851,69
14.938031362817831,35.00884495501685,22.888947598498557,-6.351916908014532,27.49534637681338,126.55771557670168,12.430904396613872,20
-0.9355085725081733,8.350107815884737,24.396889884912845,6.607577938838016,50.282226433077824,98.89724334071542,18.034323129667495,72
16.286175867675066,58.57139100242696,15.661685958119902,-22.394370986983972,14.375551819152275,117.27779115013838,7.26052495968693,7
18.36063869818335,37.089199303426575,26.14766158423127,-6.16442240221003,28.21206581364541,152.10546808150985,15.919802222732411,9
-0.807464613860213,10.621543971447831,17.95309327543652,0.09093529416850937,33.54111731693503,63.374665050294354,16.448291454371446,75
2.0971161779201966,29.20090004579693,21.219141455465138,-2.99436763217846,30.997443160106602,75.34141547202903,9.145957468862086,24
13.414998166030033,44.991066746305655,19.586815181835718,-13.772951499583868,15.31421869221282,98.4484348878027,6.929359421521885,25
9.81027257969314,31.638129706685564,21.131931957963697,-4.661116102802243,23.23782466856129,95.02617482505856,7.716736869535576,42
5.656399260817401,9.833285237304958,22.600562372507497,16.710935821672024,49.384671235957974,102.68590363088659,7.427044245019281,41
4.147529247583015,33.128940721985515,28.14709409244757,-1.3193727530465833,42.89199447280601,116.8526544517035,13.988925949504539,57
2.267657054798475,25.20630781142799,18.648215641408466,-4.665348691587345,27.48811940377251,65.50548292762878,11.788234166847891,49
6.401943681366789,26.889855231326635,20.279677379476095,-2.220978563471172,27.666618831815246,82.26182697748156,8.727719041397831,52
16.61603581275427,44.87780618617618,23.797639080321154,-8.202787488419553,31.755782746270114,144.4091887066562,12.234709344575919,0
-0.8391255172947145,2.9886645804551644,15.177581337716424,17.480288508714484,55.74006176988276,69.98515681068908,8.658903508829829,53
