0,1,2,3,4,5,6,7,8,9,10,11,12,13,popularity
11.514700790274043,39.60618414213505,22.97423129772985,-6.21161151594382,36.35298777255457,143.34534169023175,15.52264133285016,67.17743975587393,76.37495274522173,8.759388726042017,-43.13227010219977,11.33158245230596,-5.404181106335618,12.394421393939338,7
5.542675735763542,14.654679470888238,17.890209064528783,1.8684900184050475,36.14178320960534,88.62116354091835,14.264783473821058,45.286668353162995,61.92997401749744,-3.2626134465916365,-34.00715482427647,8.547276558666034,-7.228593377523833,4.795717113061777,51
13.446573169467843,40.486278210279494,22.965165001951906,-6.860046039168285,35.05696980774268,140.38016432567895,14.158854289410128,63.22385952546095,74.16778500580159,9.712217640882061,-43.20232145257944,11.072801943181075,-5.460743185805219,10.077196700373767,0
4.3238199804384925,-3.4102136383678285,21.72490733410433,15.083918940877542,39.29043343043271,68.35551087892634,10.530776517596097,45.184315120743655,53.63407313087605,-17.99995599057259,-32.79812638270375,13.779510558532447,-5.235413934927074,-7.50164642557448,61
17.420572712424146,40.235861580646514,23.923069838641794,-10.321905661534611,18.944940275685266,123.43496316459942,11.10810862758672,57.27931179638198,57.66428307334443,18.496579196749256,-34.040388128354344,5.35056189824548,0.4050201975717978,9.46599912728654,2
1.8257538218827492,30.33226549401281,22.22634854627479,-5.372688779300078,33.81709102699354,87.2267787728063,14.04742776971447,46.23281687425832,44.2312948203287,3.119552227980541,-29.03767087537454,3.906889132315432,5.646320421554024,4.402211165770626,59
10.963662232148227,39.222928393597535,21.51332379442476,-7.008569799970797,22.177199025020514,92.72551199567806,3.8429511649675874,56.76533014252132,32.66807272545458,6.186237917763495,-22.746747960283464,-2.0402009830685204,8.086781102819392,7.413368982198431,10
2.912524649163816,18.445107659953436,13.147134180400103,-1.2097619643296489,31.494042965922556,66.3318279306662,11.292200752945764,42.165716311963706,38.64599468948744,-4.661750974956785,-23.827218358014832,5.768902967210868,1.6648913303998893,5.726025924267753,66
16.515373188940107,40.443239191277094,19.852036886876423,-10.769736115368035,28.55486083475695,139.48061002845665,13.166054537782403,66.77142359074853,72.99862496816664,10.868290999131837,-38.12591695855412,7.879052012454898,-5.013050093298129,15.923360583456711,0
3.30504214618042,22.328032975958678,24.245248807028112,6.925457063454809,50.31518157860523,107.46333690399165,14.830199644797851,59.510467001629905,64.41164547727587,-9.539343277672726,-43.3886053112898,14.899751739575215,-2.7115299811976437,-1.6674121178634065,69
14.938031362817831,35.00884495501685,22.888947598498557,-6.351916908014532,27.49534637681338,126.55771557670168,12.430904396613872,56.56140885798007,69.50678796145021,12.762086341694452,-41.3906649804362,9.31376504447851,-5.401883919331621,6.919507890486795,20
-0.9355085725081733,8.350107815884737,24.396889884912845,6.607577938838016,50.282226433077824,98.89724334071542,18.034323129667495,59.44964242161607,73.51965403359907,-18.53759731355566,-45.468488064491495,14.11753134899313,-7.106935437442243,-2.5848054596809784,72
16.286175867675066,58.57139100242696,15.661685958119902,-22.394370986983972,14.375551819152275,117.27779115013838,7.26052495968693,56.80644715478466,35.99728824131562,21.28826364307996,-20.1285714377653,0.8621239407619999,8.098647931330802,18.9858256532015,7
18.36063869818335,37.089199303426575,26.14766158423127,-6.16442240221003,28.21206581364541,152.10546808150985,15.919802222732411,61.099186660998384,86.42714470550762,18.54623846647492,-51.749856083753684,15.365081437320452,-11.39838734773256,7.735514312860486,9
-0.807464613860213,10.621543971447831,17.95309327543652,0.09093529416850937,33.54111731693503,63.374665050294354,16.448291454371446,38.56465667715942,43.404967252977826,-4.999012646680765,-23.96144784387017,4.589149684625705,1.7164427129489381,4.043116593336683,75
2.0971161779201966,29.20090004579693,21.219141455465138,-2.99436763217846,30.997443160106602,75.34141547202903,9.145957468862086,42.152099148219584,32.261724845930544,0.12072318550883941,-25.655740548505264,4.855328175886936,6.267383589131228,0.09665429756357836,24
13.414998166030033,44.991066746305655,19.586815181835718,-13.772951499583868,15.31421869221282,98.4484348878027,6.929359421521885,48.24819461710207,34.97956441334516,17.100798863322947,-22.393025628866653,0.01298343306379195,9.023270431413794,9.821196056120373,25
9.81027257969314,31.638129706685564,21.131931957963697,-4.661116102802243,23.23782466856129,95.02617482505856,7.716736869535576,51.17006058383086,43.43935993820771,4.380628234326324,-29.87903442903132,6.450834877950427,1.595503380483721,2.803239992533085,42
5.656399260817401,9.833285237304958,22.600562372507497,16.710935821672024,49.384671235957974,102.68590363088659,7.427044245019281,55.48676565894448,72.6177099490148,-16.141563402611972,-46.34132508625056,17.302521705226685,-14.426271109095339,-4.667862227980695,41
4.147529247583023,33.128940721985494,28.147094092447546,-1.3193727530465793,42.891994472806005,116.8526544517035,13.98892594950453,62.41259232737156,64.8974645353607,0.004014043808014733,-43.70654150625711,8.156642451400618,-0.4113771829292776,1.5699132470331083,57
