0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,popularity
11.514700790274043,39.60618414213505,22.97423129772985,-6.21161151594382,36.35298777255457,143.34534169023175,15.52264133285016,67.17743975587393,76.37495274522173,8.759388726042017,-43.13227010219977,11.33158245230596,-5.404181106335618,12.394421393939338,25.270702775807976,16.741134308348386,-44.617920349834776,-67.46016550824173,-1.4809178493960367,108.6639960902109,-24.482809092776385,60.72395652191535,-48.81478751678059,36.86434505656941,-110.50227635227742,27.44487538652144,7
5.542675735763542,14.654679470888238,17.890209064528783,1.8684900184050475,36.14178320960534,88.62116354091835,14.264783473821058,45.286668353162995,61.92997401749744,-3.2626134465916365,-34.00715482427647,8.547276558666034,-7.228593377523833,4.795717113061777,10.987391859479073,13.632719490308567,-27.54987553449788,-48.023995559262794,1.4590566601092767,64.2128389335339,-11.779670558596303,38.034990664507696,-36.282265632644105,25.633382747453673,-65.50351062614611,23.457358821171596,51
13.446573169467843,40.486278210279494,22.965165001951906,-6.860046039168285,35.05696980774268,140.38016432567895,14.158854289410128,63.22385952546095,74.16778500580159,9.712217640882061,-43.20232145257944,11.072801943181075,-5.460743185805219,10.077196700373767,22.981618077444896,18.420976581261712,-45.17935705665416,-63.64266484420058,-3.71189884119712,106.29444253393963,-24.10441584513802,63.19177713686189,-47.97187939182207,37.52004655831066,-109.40333207072621,24.250064068310124,0
4.3238199804384925,-3.4102136383678285,21.72490733410433,15.083918940877542,39.29043343043271,68.35551087892634,10.530776517596097,45.184315120743655,53.63407313087605,-17.99995599057259,-32.79812638270375,13.779510558532447,-5.235413934927074,-7.50164642557448,6.9636070797738245,9.060843372272398,-20.71047695223764,-48.51861019138685,2.9446307264913543,39.48042722262637,-1.0575312407551225,28.97784466564648,-31.533500014799966,16.9541401613509,-55.617435306135626,26.905917406216382,61
17.420572712424146,40.235861580646514,23.923069838641794,-10.321905661534611,18.944940275685266,123.43496316459942,11.10810862758672,57.27931179638198,57.66428307334443,18.496579196749256,-34.040388128354344,5.35056189824548,0.4050201975717978,9.46599912728654,22.91372392246146,10.826237004607599,-33.94326261348974,-54.06199731807198,-3.980963326913795,96.94849390826128,-20.74097507436944,52.29789011770016,-36.48740333231849,34.700143706696196,-102.53347903446237,18.496659073937394,2
1.8257538218827492,30.33226549401281,22.22634854627479,-5.372688779300078,33.81709102699354,87.2267787728063,14.04742776971447,46.23281687425832,44.2312948203287,3.119552227980541,-29.03767087537454,3.906889132315432,5.646320421554024,4.402211165770626,8.737937877998633,-0.7496122515713816,-28.39118620144247,-36.781124800630494,6.971606284001904,60.11610394654893,-16.022565021509443,32.24603473064587,-30.013912356599278,27.602276687714156,-65.84993699718035,18.750843863502407,59
10.963662232148227,39.222928393597535,21.51332379442476,-7.008569799970797,22.177199025020514,92.72551199567806,3.8429511649675874,56.76533014252132,32.66807272545458,6.186237917763495,-22.746747960283464,-2.0402009830685204,8.086781102819392,7.413368982198431,15.685404546535707,-8.878101236514986,-25.688283611806717,-32.100197523194645,12.376482978615133,68.82125701473907,-16.490953082175288,40.989073350452415,-19.18302097724181,19.094171399821867,-78.22716610480761,19.055923020371903,10
2.912524649163816,18.445107659953436,13.147134180400103,-1.2097619643296489,31.494042965922556,66.3318279306662,11.292200752945764,42.165716311963706,38.64599468948744,-4.661750974956785,-23.827218358014832,5.768902967210868,1.6648913303998893,5.726025924267753,8.36969655558616,-2.838586610760523,-25.332873197318804,-31.614263146234904,8.555180421861424,44.17303462806928,-8.075200444186633,28.486767681791157,-19.739505769007824,19.070406872071388,-49.57148475043012,20.305442592450913,66
16.515373188940107,40.443239191277094,19.852036886876423,-10.769736115368035,28.55486083475695,139.48061002845665,13.166054537782403,66.77142359074853,72.99862496816664,10.868290999131837,-38.12591695855412,7.879052012454898,-5.013050093298129,15.923360583456711,25.406422028631642,15.44717925644657,-41.62732237267143,-62.84233233373714,-4.212885162717008,109.278219028004,-24.150572542738576,62.80926952042531,-42.500676940769594,35.56103494151696,-109.45672854994795,24.761619795056376,0
3.30504214618042,22.328032975958678,24.245248807028112,6.925457063454809,50.31518157860523,107.46333690399165,14.830199644797851,59.510467001629905,64.41164547727587,-9.539343277672726,-43.3886053112898,14.899751739575215,-2.7115299811976437,-1.6674121178634065,14.201241836497974,5.729985238060819,-41.61593116406533,-56.21379892294412,6.823074620148664,72.38201068738499,-12.59093129002521,48.97553424408898,-40.671396678089536,28.057136888972238,-85.74611144781082,30.027742232276132,69
